age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status
34,Male,67.225,75.861,73.577,Computer Science,57.779,50.631,61.069,64.48,1,No,1,Not Willing,Relevant,2.829,3.0,Tier 3,Matched,Low,Not Required,0,No,12,Willing,Not Placed
21,Female,56.764,87.644,81.757,Mechanical,55.455,58.767,83.605,86.602,0,No,1,Not Willing,Relevant,3.255,8.571,Tier 1,Not Matched,Medium,Not Required,60,No,6,Willing,Not Placed
23,Male,72.126,57.461,65.34,Others,84.117,62.464,77.277,76.733,0,No,3,Willing,Not Relevant,2.029,4.2,Tier 1,Not Matched,Low,Not Required,15,No,3,Not Willing,Placed
26,Female,69.811,71.013,69.595,Mechanical,43.683,69.059,57.594,68.966,3,Yes,1,Not Willing,Relevant,3.965,8.545,Tier 2,Matched,Low,Not Required,0,No,0,Willing,Not Placed
24,Female,74.673,76.157,69.7,Information Technology,71.868,60.217,71.098,56.297,1,No,0,Not Willing,Not Relevant,6.797,8.004,Tier 1,Not Matched,Low,Required,15,Yes,0,Willing,Not Placed
27,Male,68.088,67.279,70.35,Mechanical,82.368,71.923,72.201,79.334,1,No,3,Willing,Relevant,2.166,8.061,Tier 1,Not Matched,Medium,Not Required,30,No,12,Willing,Not Placed
34,Female,61.827,70.702,74.63,Information Technology,61.341,67.475,59.179,81.28,1,No,2,Not Willing,Relevant,3.593,5.349,Tier 2,Matched,Medium,Not Required,15,No,3,Willing,Placed
23,Male,69.075,86.93,60.499,Electronics,63.512,67.285,64.601,65.011,0,Yes,0,Not Willing,Relevant,1.0,6.486,Tier 3,Matched,High,Not Required,0,Yes,12,Willing,Not Placed
21,Female,84.952,86.348,73.416,Information Technology,85.867,46.533,71.784,54.506,1,No,5,Not Willing,Relevant,5.408,11.224,Tier 1,Matched,Low,Not Required,15,No,0,Willing,Not Placed
29,Female,64.216,64.609,73.864,Computer Science,69.943,54.236,66.901,83.76,3,Yes,2,Not Willing,Relevant,4.407,12.899,Tier 2,Matched,Low,Required,30,No,0,Willing,Placed
26,Male,67.521,74.973,79.965,Information Technology,75.662,70.71,86.352,86.598,1,No,0,Not Willing,Relevant,3.479,4.761,Tier 1,Matched,Medium,Not Required,30,No,3,Not Willing,Placed
28,Female,62.677,69.69,88.866,Electronics,74.673,91.459,59.102,74.71,1,No,1,Not Willing,Relevant,7.721,10.419,Tier 3,Matched,Low,Not Required,60,No,12,Willing,Not Placed
23,Female,69.264,72.384,65.327,Others,60.898,86.291,68.976,66.074,2,No,0,Willing,Relevant,6.701,6.993,Tier 2,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
28,Female,63.035,89.513,87.421,Mechanical,76.582,65.089,49.305,81.689,1,Yes,0,Not Willing,Not Relevant,2.607,8.109,Tier 2,Matched,Low,Not Required,15,No,6,Not Willing,Not Placed
22,Female,67.657,66.731,64.16,Others,65.525,67.469,56.77,57.965,0,Yes,2,Not Willing,Relevant,1.534,13.424,Tier 3,Matched,Low,Not Required,0,No,3,Willing,Not Placed
32,Female,78.834,81.095,68.752,Mechanical,64.604,73.078,56.856,81.941,1,Yes,2,Willing,Relevant,4.403,9.2,Tier 2,Matched,Low,Not Required,15,No,3,Willing,Placed
24,Male,75.708,67.962,75.569,Information Technology,57.478,40.0,52.142,64.27,1,Yes,2,Not Willing,Relevant,1.287,9.107,Tier 1,Matched,High,Not Required,60,No,18,Willing,Not Placed
23,Male,68.878,75.789,72.859,Information Technology,54.501,69.869,67.44,95.927,2,No,0,Not Willing,Not Relevant,5.718,10.219,Tier 1,Matched,Medium,Required,90,No,0,Willing,Not Placed
30,Male,69.323,66.372,77.198,Mechanical,40.778,68.956,89.754,76.231,0,Yes,3,Willing,Relevant,6.136,9.271,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Not Placed
21,Male,76.207,66.016,78.148,Electronics,66.023,63.46,53.167,76.998,0,No,2,Willing,Relevant,6.309,7.861,Tier 2,Not Matched,Medium,Not Required,0,No,6,Not Willing,Not Placed
33,Male,54.314,74.514,83.348,Information Technology,80.968,62.804,84.735,62.924,1,Yes,1,Not Willing,Not Relevant,3.839,8.487,Tier 1,Not Matched,Low,Not Required,0,Yes,0,Willing,Not Placed
33,Male,65.913,76.52,80.508,Computer Science,69.337,52.825,78.063,79.176,0,No,0,Not Willing,Relevant,3.558,3.0,Tier 3,Matched,Medium,Not Required,0,No,3,Not Willing,Placed
27,Female,81.278,68.448,57.537,Mechanical,91.514,60.471,75.552,65.178,2,No,2,Not Willing,Not Relevant,5.496,7.696,Tier 3,Matched,Low,Not Required,60,No,6,Willing,Not Placed
31,Male,75.914,70.495,77.372,Computer Science,86.31,46.419,73.256,69.027,1,No,0,Willing,Relevant,6.825,9.734,Tier 1,Not Matched,Low,Not Required,60,No,0,Willing,Not Placed
30,Male,68.059,66.496,71.592,Information Technology,50.524,61.845,73.357,54.202,0,Yes,2,Not Willing,Relevant,2.167,14.436,Tier 3,Matched,Medium,Required,0,Yes,3,Willing,Not Placed
22,Female,53.931,72.061,73.354,Electronics,100.0,55.082,66.921,90.878,1,Yes,3,Not Willing,Relevant,3.847,7.332,Tier 3,Matched,Low,Not Required,60,No,0,Willing,Placed
24,Female,54.682,65.615,76.296,Information Technology,59.026,66.437,61.031,65.603,2,Yes,2,Not Willing,Not Relevant,7.986,10.121,Tier 1,Matched,Low,Not Required,0,No,3,Willing,Not Placed
29,Male,55.878,73.497,78.259,Others,58.504,67.105,62.088,75.648,2,No,0,Not Willing,Relevant,5.498,5.307,Tier 1,Matched,Low,Required,0,No,6,Willing,Not Placed
26,Female,60.708,69.298,68.243,Information Technology,97.308,49.903,64.462,81.962,2,No,1,Not Willing,Not Relevant,9.257,3.0,Tier 1,Matched,Medium,Required,30,No,0,Willing,Placed
28,Female,62.513,69.386,87.988,Computer Science,74.032,58.014,68.454,45.0,0,No,2,Not Willing,Relevant,5.661,11.994,Tier 2,Matched,High,Required,0,No,0,Not Willing,Not Placed
22,Female,77.839,77.787,82.737,Computer Science,60.046,73.269,68.305,45.0,0,Yes,0,Willing,Not Relevant,2.979,10.782,Tier 3,Not Matched,Low,Not Required,30,No,3,Willing,Not Placed
27,Female,58.334,79.021,73.68,Information Technology,64.223,40.0,55.078,95.7,1,No,0,Not Willing,Relevant,6.862,10.111,Tier 1,Matched,Low,Not Required,60,No,0,Willing,Not Placed
26,Male,63.504,64.615,79.493,Computer Science,76.367,67.154,50.832,66.836,1,Yes,2,Not Willing,Relevant,1.0,15.031,Tier 3,Matched,High,Not Required,0,No,6,Willing,Not Placed
33,Male,74.214,76.709,76.912,Mechanical,76.644,82.132,45.0,76.785,1,Yes,1,Willing,Not Relevant,3.944,4.516,Tier 2,Matched,Low,Not Required,30,No,18,Willing,Placed
34,Female,70.644,74.762,66.457,Information Technology,79.159,67.077,58.654,58.882,3,Yes,0,Not Willing,Relevant,2.14,8.459,Tier 1,Matched,Medium,Not Required,60,No,0,Willing,Not Placed
29,Female,73.076,68.144,67.148,Information Technology,61.714,59.133,58.245,57.779,0,No,2,Willing,Not Relevant,5.583,5.521,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Not Placed
27,Female,69.279,65.148,73.956,Computer Science,63.885,61.062,68.983,75.144,3,No,0,Not Willing,Relevant,2.395,7.466,Tier 1,Matched,Medium,Required,0,No,3,Willing,Not Placed
21,Male,78.964,78.312,64.452,Electronics,73.786,61.356,72.364,75.565,2,No,0,Not Willing,Relevant,4.929,8.591,Tier 1,Matched,Low,Required,0,No,0,Willing,Not Placed
34,Female,74.754,64.258,70.594,Others,49.34,69.7,56.698,89.174,1,Yes,0,Not Willing,Not Relevant,4.638,8.839,Tier 1,Matched,Medium,Required,0,No,6,Not Willing,Not Placed
28,Male,60.93,75.314,69.663,Electronics,76.192,61.455,53.109,75.431,0,No,4,Not Willing,Not Relevant,1.0,8.649,Tier 2,Matched,Low,Not Required,0,No,3,Willing,Not Placed
31,Male,64.504,79.722,90.879,Others,70.814,64.355,73.115,69.608,4,No,2,Willing,Relevant,1.0,13.158,Tier 2,Not Matched,Medium,Not Required,15,No,3,Willing,Not Placed
30,Female,71.281,73.925,72.203,Computer Science,60.498,59.797,70.94,76.318,2,Yes,0,Willing,Not Relevant,4.962,9.524,Tier 3,Matched,Medium,Not Required,0,No,0,Not Willing,Not Placed
23,Female,70.201,70.696,70.209,Electronics,72.582,55.473,69.588,73.35,1,No,2,Not Willing,Not Relevant,4.374,4.208,Tier 3,Matched,Medium,Not Required,0,No,0,Not Willing,Placed
34,Female,78.02,71.143,68.521,Computer Science,62.683,68.396,58.201,74.344,2,No,3,Not Willing,Relevant,6.24,9.656,Tier 1,Matched,Low,Not Required,15,No,12,Willing,Placed
22,Female,79.281,76.244,85.974,Electronics,70.413,61.929,60.948,64.285,2,Yes,4,Not Willing,Not Relevant,2.923,5.185,Tier 3,Not Matched,Low,Not Required,15,Yes,0,Willing,Not Placed
32,Female,78.2,80.008,68.975,Electronics,69.044,57.416,72.275,46.213,1,Yes,4,Not Willing,Not Relevant,1.826,17.964,Tier 2,Matched,Low,Not Required,0,No,3,Willing,Not Placed
23,Female,68.922,76.893,84.864,Computer Science,65.026,76.857,54.227,100.0,0,No,1,Willing,Relevant,2.695,13.429,Tier 2,Matched,High,Not Required,0,No,6,Willing,Not Placed
31,Female,78.505,69.543,70.274,Information Technology,74.765,71.695,79.341,75.761,0,Yes,0,Not Willing,Relevant,3.482,4.167,Tier 1,Matched,Low,Not Required,30,No,18,Willing,Not Placed
26,Male,79.579,78.749,80.588,Information Technology,72.957,63.953,61.106,64.202,4,No,4,Not Willing,Relevant,1.74,9.633,Tier 2,Matched,Low,Not Required,30,No,6,Not Willing,Not Placed
33,Male,71.256,77.013,73.127,Computer Science,85.024,61.038,58.899,71.708,2,Yes,0,Not Willing,Relevant,7.433,7.318,Tier 3,Matched,Medium,Not Required,15,No,3,Willing,Placed
34,Male,56.767,74.128,78.331,Computer Science,78.422,77.977,64.221,69.376,0,Yes,1,Not Willing,Relevant,3.879,8.759,Tier 2,Not Matched,Low,Not Required,15,Yes,6,Not Willing,Not Placed
23,Female,61.712,77.993,76.879,Others,73.961,89.013,49.714,64.168,1,Yes,0,Willing,Relevant,7.869,3.0,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Not Placed
30,Male,65.834,82.741,73.081,Information Technology,83.773,76.405,60.684,63.781,2,No,1,Willing,Relevant,3.284,3.0,Tier 2,Matched,High,Not Required,15,No,0,Willing,Placed
25,Male,66.454,65.502,77.896,Mechanical,68.596,67.616,55.712,78.761,0,No,2,Not Willing,Relevant,1.468,5.66,Tier 3,Matched,Medium,Not Required,15,Yes,0,Willing,Not Placed
26,Female,63.907,81.697,74.233,Mechanical,79.796,69.894,48.486,62.914,3,No,0,Willing,Relevant,4.06,6.828,Tier 1,Not Matched,High,Not Required,60,No,0,Not Willing,Not Placed
28,Male,66.829,69.586,65.353,Information Technology,70.256,73.982,57.91,74.892,1,Yes,2,Not Willing,Not Relevant,4.485,10.071,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Placed
27,Female,73.973,73.262,70.157,Others,58.906,43.828,56.211,66.861,2,No,0,Willing,Relevant,3.586,3.0,Tier 1,Matched,Low,Not Required,0,No,18,Not Willing,Not Placed
34,Male,71.844,62.808,67.484,Computer Science,63.37,70.672,65.888,71.536,1,Yes,1,Not Willing,Relevant,4.515,5.386,Tier 2,Matched,Low,Required,0,Yes,6,Willing,Not Placed
31,Female,65.835,86.64,65.134,Others,85.364,64.823,69.806,74.992,1,No,2,Not Willing,Not Relevant,7.637,3.0,Tier 1,Matched,High,Required,0,Yes,6,Willing,Not Placed
28,Female,73.884,70.209,86.35,Electronics,69.875,59.213,64.526,61.583,0,No,1,Not Willing,Not Relevant,5.63,9.905,Tier 1,Not Matched,Medium,Not Required,0,No,3,Willing,Not Placed
23,Female,74.306,67.307,79.373,Computer Science,61.544,48.401,60.583,72.828,1,Yes,4,Not Willing,Relevant,3.437,3.157,Tier 1,Not Matched,Medium,Not Required,30,No,0,Willing,Placed
24,Male,73.495,69.235,67.403,Others,72.436,59.383,86.766,67.083,2,No,0,Not Willing,Relevant,4.264,9.549,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
26,Female,70.387,80.624,83.339,Others,77.392,49.765,77.914,56.573,1,No,1,Willing,Relevant,4.518,10.858,Tier 3,Matched,Medium,Not Required,30,No,6,Not Willing,Not Placed
31,Male,72.452,72.23,73.08,Others,61.882,58.566,74.006,72.131,1,Yes,1,Not Willing,Not Relevant,7.404,3.0,Tier 2,Matched,Low,Not Required,60,Yes,6,Willing,Not Placed
27,Male,69.79,76.839,77.602,Electronics,74.71,71.292,82.478,47.591,2,No,2,Not Willing,Relevant,1.0,3.0,Tier 3,Matched,Low,Not Required,90,No,6,Willing,Not Placed
29,Female,67.477,65.603,85.737,Computer Science,58.757,65.897,79.586,73.978,0,No,0,Not Willing,Relevant,9.05,4.45,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
33,Male,75.107,63.566,81.118,Others,72.231,65.189,61.184,83.108,0,No,0,Not Willing,Not Relevant,1.0,3.876,Tier 2,Matched,Low,Required,0,Yes,0,Willing,Not Placed
21,Male,77.446,68.253,79.323,Information Technology,80.132,63.196,68.091,68.227,2,Yes,0,Willing,Relevant,5.487,7.802,Tier 1,Matched,High,Required,0,No,3,Willing,Not Placed
33,Male,63.542,68.717,82.506,Computer Science,65.673,51.541,54.284,94.276,0,Yes,2,Not Willing,Relevant,2.112,6.429,Tier 1,Matched,High,Required,30,No,6,Not Willing,Not Placed
28,Female,88.624,77.355,76.058,Electronics,71.773,75.619,68.871,66.402,3,Yes,2,Willing,Relevant,6.88,6.772,Tier 2,Matched,Medium,Not Required,15,No,3,Willing,Placed
28,Male,61.328,66.926,74.818,Electronics,71.432,61.756,63.992,94.849,2,Yes,0,Willing,Relevant,4.987,4.225,Tier 3,Matched,High,Not Required,0,Yes,3,Willing,Placed
26,Male,69.495,73.776,78.858,Others,66.778,53.209,77.931,78.154,0,No,2,Not Willing,Relevant,4.225,5.3,Tier 1,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
24,Male,74.889,68.936,76.79,Computer Science,61.091,66.487,61.186,74.915,0,Yes,0,Not Willing,Relevant,6.741,4.52,Tier 1,Matched,Medium,Required,0,No,6,Not Willing,Not Placed
23,Male,72.134,72.047,68.973,Information Technology,72.971,46.442,67.682,66.755,1,No,1,Not Willing,Not Relevant,7.713,7.712,Tier 1,Not Matched,Low,Required,0,No,0,Willing,Not Placed
31,Male,62.211,58.81,73.214,Mechanical,52.308,71.559,67.474,72.595,2,Yes,1,Not Willing,Not Relevant,9.021,6.742,Tier 1,Matched,High,Not Required,15,No,0,Not Willing,Not Placed
23,Male,71.687,75.029,70.487,Others,71.267,64.755,72.549,90.056,0,No,1,Not Willing,Relevant,3.119,5.098,Tier 2,Not Matched,Medium,Required,30,No,3,Willing,Not Placed
26,Female,82.041,68.459,70.214,Others,73.604,48.648,74.343,92.26,1,No,0,Not Willing,Relevant,5.381,6.065,Tier 1,Matched,Low,Required,15,No,3,Not Willing,Placed
33,Female,68.341,73.807,71.32,Mechanical,63.679,77.379,59.984,93.041,2,Yes,3,Not Willing,Relevant,6.413,4.795,Tier 1,Not Matched,Medium,Not Required,0,No,3,Willing,Placed
28,Female,58.608,75.968,72.371,Others,69.628,69.332,58.994,85.406,2,Yes,1,Not Willing,Relevant,6.279,6.302,Tier 2,Not Matched,Low,Not Required,60,No,0,Not Willing,Placed
27,Female,58.722,70.602,71.18,Mechanical,75.716,79.022,58.029,68.153,2,No,2,Not Willing,Relevant,8.928,8.842,Tier 2,Matched,Medium,Not Required,0,No,0,Not Willing,Placed
31,Male,70.003,69.881,80.446,Mechanical,58.313,55.168,85.079,79.679,3,Yes,0,Not Willing,Relevant,2.406,8.631,Tier 1,Not Matched,Low,Not Required,30,No,0,Willing,Not Placed
21,Male,67.182,62.574,74.717,Electronics,43.167,67.766,60.557,58.974,2,No,2,Not Willing,Relevant,3.6,6.605,Tier 1,Matched,Low,Not Required,0,Yes,0,Willing,Not Placed
31,Male,69.746,82.528,67.191,Others,71.488,67.233,68.291,89.023,1,Yes,2,Willing,Not Relevant,7.701,3.272,Tier 1,Not Matched,Low,Not Required,60,No,0,Not Willing,Placed
26,Male,72.505,78.91,73.311,Computer Science,67.388,75.925,69.146,64.566,0,Yes,1,Not Willing,Relevant,6.872,5.948,Tier 1,Matched,Medium,Not Required,30,No,0,Willing,Placed
27,Female,50.0,85.348,68.564,Computer Science,80.953,52.16,66.602,79.771,0,Yes,0,Willing,Relevant,3.396,4.335,Tier 2,Matched,High,Not Required,0,Yes,0,Willing,Placed
32,Female,78.304,77.173,85.871,Information Technology,83.219,60.648,62.915,91.613,4,Yes,1,Not Willing,Relevant,3.74,7.039,Tier 3,Matched,Low,Not Required,60,No,0,Willing,Placed
27,Male,84.459,69.036,81.445,Computer Science,77.123,68.564,71.087,87.683,1,Yes,1,Not Willing,Not Relevant,1.504,12.186,Tier 3,Matched,Low,Not Required,0,No,0,Willing,Not Placed
29,Male,66.735,69.538,75.861,Computer Science,60.108,89.818,64.514,92.864,2,No,3,Willing,Relevant,6.965,10.364,Tier 2,Matched,Medium,Not Required,15,No,0,Willing,Placed
31,Male,69.051,67.381,72.872,Electronics,82.603,53.121,63.106,59.329,2,Yes,4,Not Willing,Not Relevant,3.04,4.2,Tier 1,Matched,High,Not Required,0,No,12,Willing,Placed
31,Female,75.624,64.375,76.882,Electronics,65.053,64.097,64.063,86.578,2,Yes,2,Not Willing,Relevant,4.227,3.776,Tier 1,Matched,Medium,Not Required,60,No,18,Willing,Placed
30,Female,66.243,70.743,82.766,Electronics,58.885,73.652,49.941,82.794,5,No,1,Not Willing,Not Relevant,6.832,9.237,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Not Placed
25,Female,78.725,73.177,79.187,Others,75.422,73.448,64.555,69.704,2,Yes,1,Not Willing,Not Relevant,4.542,3.0,Tier 1,Not Matched,Medium,Required,0,No,3,Willing,Not Placed
21,Male,74.114,60.923,88.522,Computer Science,65.671,62.098,60.088,87.293,1,No,1,Not Willing,Relevant,1.761,8.85,Tier 1,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
22,Male,80.067,69.93,71.558,Mechanical,57.768,61.006,56.664,96.442,1,No,0,Not Willing,Relevant,9.261,8.215,Tier 1,Matched,Low,Not Required,0,No,6,Not Willing,Not Placed
24,Male,60.684,65.407,70.089,Others,67.934,82.875,63.583,72.466,1,Yes,3,Not Willing,Relevant,5.911,10.701,Tier 3,Matched,Low,Not Required,0,No,0,Willing,Placed
25,Female,72.829,71.561,64.619,Computer Science,78.611,63.938,64.151,66.989,1,No,2,Not Willing,Relevant,4.727,5.903,Tier 2,Matched,High,Not Required,0,No,18,Not Willing,Not Placed
29,Female,73.314,78.94,72.433,Computer Science,53.991,77.918,73.238,85.059,1,Yes,3,Not Willing,Relevant,5.454,9.902,Tier 3,Matched,Low,Not Required,0,No,18,Willing,Not Placed
31,Female,75.677,61.729,71.55,Electronics,55.84,58.92,67.851,78.793,4,Yes,1,Not Willing,Relevant,5.983,3.0,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
21,Male,68.977,75.517,65.724,Electronics,67.548,71.094,52.646,63.789,1,No,1,Not Willing,Relevant,8.634,10.164,Tier 3,Matched,Medium,Required,0,No,0,Willing,Not Placed
23,Female,62.642,74.712,65.726,Electronics,58.579,65.77,72.98,60.479,2,Yes,2,Not Willing,Not Relevant,1.363,4.686,Tier 1,Not Matched,High,Not Required,0,No,0,Willing,Not Placed
25,Male,58.196,80.806,68.088,Electronics,53.309,42.85,66.834,96.613,3,Yes,1,Willing,Relevant,3.749,4.288,Tier 2,Matched,Low,Not Required,15,No,3,Willing,Not Placed
23,Male,65.64,84.181,64.123,Others,97.356,65.465,75.47,80.256,1,Yes,0,Not Willing,Relevant,7.778,4.568,Tier 2,Not Matched,High,Required,0,No,0,Not Willing,Placed
24,Male,64.914,85.832,73.723,Electronics,94.082,56.432,66.883,71.544,2,Yes,1,Not Willing,Relevant,6.13,9.703,Tier 3,Matched,Low,Not Required,30,Yes,18,Willing,Not Placed
34,Female,66.624,74.555,60.589,Electronics,67.399,79.25,77.533,69.563,3,Yes,0,Willing,Relevant,3.564,9.866,Tier 1,Matched,Medium,Required,0,No,3,Willing,Placed
23,Female,68.491,76.103,74.054,Information Technology,51.78,75.55,70.44,87.247,2,Yes,1,Willing,Relevant,8.247,4.924,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Not Placed
24,Female,59.756,74.168,79.402,Information Technology,70.533,84.799,58.911,81.645,0,No,3,Not Willing,Relevant,3.008,11.27,Tier 1,Not Matched,Low,Not Required,0,No,0,Willing,Not Placed
34,Female,61.772,69.906,67.202,Others,72.297,73.486,57.099,72.292,1,No,1,Willing,Relevant,3.852,6.49,Tier 1,Not Matched,Low,Not Required,15,No,18,Willing,Not Placed
33,Female,66.32,72.777,80.434,Mechanical,86.589,56.967,68.421,57.746,1,Yes,0,Willing,Not Relevant,7.69,4.046,Tier 3,Matched,Low,Required,30,No,3,Not Willing,Not Placed
33,Female,73.201,80.593,63.284,Electronics,66.2,61.382,68.788,59.099,0,Yes,4,Not Willing,Relevant,2.155,3.692,Tier 3,Matched,High,Required,15,No,0,Willing,Placed
21,Male,64.819,95.0,71.033,Electronics,82.427,53.715,48.004,86.042,2,No,0,Willing,Relevant,2.105,4.592,Tier 1,Matched,Low,Required,0,No,3,Willing,Placed
32,Female,73.152,67.662,87.072,Electronics,65.405,80.394,67.984,71.389,1,No,2,Not Willing,Not Relevant,5.007,11.905,Tier 3,Matched,Low,Required,0,No,3,Willing,Placed
28,Female,83.846,73.167,60.856,Computer Science,61.134,72.274,88.707,55.311,2,Yes,1,Not Willing,Not Relevant,2.999,4.962,Tier 2,Not Matched,Low,Not Required,20,No,0,Willing,Not Placed
24,Male,69.779,68.292,71.8,Mechanical,59.102,69.297,87.309,78.896,1,Yes,2,Not Willing,Not Relevant,4.602,3.0,Tier 2,Matched,High,Not Required,60,No,3,Not Willing,Not Placed
27,Female,83.043,74.149,84.737,Computer Science,79.08,52.241,81.884,100.0,3,No,2,Not Willing,Not Relevant,4.041,5.302,Tier 1,Not Matched,Low,Required,30,No,0,Not Willing,Not Placed
22,Female,79.518,66.895,78.833,Others,53.633,58.08,76.763,85.997,0,No,4,Not Willing,Not Relevant,4.933,3.094,Tier 2,Matched,Low,Required,15,No,12,Not Willing,Not Placed
22,Male,74.267,73.372,87.807,Others,64.818,71.851,64.343,92.631,0,No,2,Not Willing,Relevant,1.663,7.243,Tier 1,Matched,Medium,Not Required,30,No,3,Not Willing,Not Placed
26,Female,66.173,75.387,74.51,Mechanical,63.7,72.989,68.929,79.252,2,Yes,3,Not Willing,Relevant,5.995,11.908,Tier 2,Not Matched,Low,Not Required,0,No,6,Willing,Not Placed
34,Male,68.091,87.934,78.951,Others,53.333,65.323,86.321,56.984,1,No,1,Not Willing,Relevant,5.38,8.758,Tier 2,Matched,High,Required,60,No,3,Willing,Not Placed
22,Male,77.246,69.745,69.008,Others,91.242,69.345,77.286,71.301,1,No,3,Not Willing,Not Relevant,1.851,5.911,Tier 2,Matched,Medium,Required,15,No,3,Not Willing,Placed
26,Male,70.519,72.061,79.308,Others,73.536,82.101,77.043,100.0,1,No,4,Not Willing,Relevant,5.896,3.599,Tier 1,Matched,High,Not Required,90,No,12,Not Willing,Placed
31,Female,70.003,88.542,79.073,Information Technology,54.336,70.591,70.229,80.07,0,Yes,0,Not Willing,Not Relevant,5.232,7.82,Tier 1,Matched,Medium,Required,60,No,0,Willing,Not Placed
22,Male,67.456,62.694,77.469,Computer Science,83.016,61.394,66.224,77.607,1,Yes,4,Not Willing,Relevant,3.229,5.328,Tier 3,Not Matched,High,Not Required,15,No,3,Willing,Placed
